Kadir _NOUN_,1119
Kenneth_NOUN R._NOUN,2899
Kelly has_VERB,1188
Kennedy_NOUN _CONJ_,17343
Karnataka_NOUN _NOUN_,5836
Keck_NOUN ,,2817
Kanazawa ,,1504
Keats_NOUN ',1921
Kane (,2027
Karnataka ._.,3159
Kauffman_NOUN and_CONJ,1011
Katherine A._NOUN,1294
Kenneth_NOUN J._NOUN,3780
Ke _ADP_,1952
Kennedy _ADJ_,2057
Karlsson_NOUN _NOUN_,2331
Kendall _ADP_,1315
Kaya_NOUN _._,4998
Kempton ,_.,1173
Kendra_NOUN 's,2782
Katanga _._,2078
Kellyanne_NOUN _NOUN_,1232
Kentucky :_.,1591
Karin_NOUN .,2146
Karin _CONJ_,1213
Kensington Gardens,2900
Kate_NOUN took,1902
Katherine said_VERB,1807
Kant himself,1584
Keras _VERB_,1467
Keneally_NOUN _._,2021
Keeps _VERB_,1455
Keele_NOUN ,_.,1129
Karma_NOUN ,,3310
Kawasaki 's,1040
Kebangsaan _NOUN_,1020
Keir_NOUN _VERB_,1141
Kay -_.,1545
Karate _NOUN_,2174
Kanye _NOUN_,2395
Kennedy_NOUN (,6425
Kennan_NOUN 's_PRT,1418
Katie _ADP_,5386
Kaye_NOUN said,1070
Keller ,_.,29404
Kendall_NOUN said_VERB,1034
Kenneth _VERB_,10920
Katrine_NOUN _VERB_,1868
Kemal Atatürk,1111
Karnac_NOUN ,_.,1112
Katharine_NOUN ,,3899
Katznelson ,,1653
Kentucky_NOUN was,1199
Karthala ,_.,1090
Kelly_NOUN _PRT_,26562
Kangaroo _NOUN_,3973
Kansas_NOUN Press,1672
Kath _VERB_,4494
Kelso _NOUN_,1090
Kendon _._,1149
Katherine _ADP_,4217
Keeping_VERB it_PRON,2439
Kassel_NOUN :,1000
Kendall_NOUN .,3416
Kean _NOUN_,1240
Kaur_NOUN _NOUN_,6045
Kashi _._,1366
Kemp_NOUN _NUM_,1079
Kapiloff_NOUN Nimmo,1882
Kan_NOUN _._,5957
Kang _._,29430
Kapil _NOUN_,1634
Kasim _VERB_,2032
Keenan _PRT_,1435
Keeler ,_.,2434
Katie did,1269
Kenyon _._,7774
Karen _._,38019
Kearney_NOUN _VERB_,3699
Kaufmann_NOUN _NOUN_,5446
Keep your_PRON,50625
Kansas ?,1066
Keen ,,5437
Kemp _._,20643
Kees_NOUN _._,1636
Kapiloff Nimmo_NOUN,1882
Kashmir ._.,8894
Kang Ming,1139
Kent_NOUN County,1706
Kate went,1023
Katie asked,1831
Kandinsky_NOUN ,,1869
Keay ,,1059
Kat was,2725
Karenina ,_.,1141
Katherine_NOUN Mansfield_NOUN,1747
Karam_NOUN _VERB_,1608
Kapp ,_.,1856
Kd _._,1377
Kenya_NOUN and,11462
Katrina ,,7890
Karen_NOUN 's,11333
Katalin _NOUN_,1482
Kennedy .,14541
Keller ._.,3660
Kentucky_NOUN _._,67382
Kensington_NOUN Gardens,2900
Kathy_NOUN _NOUN_,19750
Kashmir and,3787
Karl 's_PRT,5609
Kaur_NOUN ,,7592
Kari_NOUN _VERB_,7766
Kepler_NOUN ,_.,5198
Kegan_NOUN ,,1373
Katz ,_.,33068
Kate as_ADP,1162
Kaylee_NOUN _._,1661
Keeper_NOUN _PRT_,2313
Ken Burns_NOUN,1106
Kennesaw _NOUN_,2100
Kennedy_NOUN '_PRT,3711
Kazakh_NOUN _._,1426
Keats_NOUN _VERB_,6713
Kenai_NOUN _NOUN_,2524
Katerina_NOUN .,1127
Kellogg ,,6179
Keegan ,,4045
Kawakami_NOUN ,,2211
Keep a_DET,13218
Keohane _CONJ_,1691
Keepers_NOUN _._,2780
Kazakhstan ,_.,14287
Keep_VERB yourself,1411
Keith was,3699
Keller _VERB_,14213
Kay ang_VERB,1363
Kaohsiung_NOUN _NOUN_,1951
Kennedy ?,1089
Ken 's,7831
Karma and,1109
Kenya '_PRT,1750
Kept_VERB _VERB_,2320
Kelly_NOUN ?_.,2141
Kellan ._.,1348
Kerala_NOUN .,5217
Keele _NOUN_,1697
Kathleen_NOUN 's,3300
Kelly to,2404
Kathryn _CONJ_,1094
Karan ,_.,1947
Kamp ,_.,2495
Kant_NOUN 's_PRT,63737
Keep_VERB her,4238
Katharine_NOUN Hepburn,2052
Keep_VERB up,6235
Kana _VERB_,1372
Kauffman and_CONJ,1011
Kaplan and_CONJ,5510
Kayla_NOUN _ADV_,1201
Katrina in,1471
Kaskaskia_NOUN _._,1552
Kat ._.,8081
Karlsruhe_NOUN ,_.,4019
Katz_NOUN Group_NOUN,1742
Kentucky in_ADP,1862
Kennan_NOUN _PRT_,1868
Kate_NOUN did,2829
Kellett_NOUN _._,1532
Kennedy _DET_,1245
Kawabata ,_.,1108
Keeper of_ADP,8324
Katy _CONJ_,1968
Kelly_NOUN says,1206
Kazemi_NOUN ,,1213
Keiser_NOUN ,_.,1169
Katie had_VERB,5284
Karam ,_.,1366
Katanga_NOUN ,_.,1104
Katniss _VERB_,1108
Kemp_NOUN (_.,1259
Karlsson _NOUN_,2331
Kempis ,,1082
Karan_NOUN _VERB_,6313
Kellogg_NOUN _CONJ_,1178
Kaspar _._,1519
Kellogg_NOUN _VERB_,3500
Kazan _VERB_,1506
Kelmscott _NOUN_,1044
Kay_NOUN was,1820
Kennesaw Mountain_NOUN,1129
Kasten _._,1477
Kemal_NOUN Atatürk_NOUN,1111
Kazdin ,,2041
Keele_NOUN _._,1605
Kansas_NOUN _NUM_,1734
Kelly _._,109903
Kappa_NOUN Alpha,1209
Kerber _._,1653
Katyn_NOUN _NOUN_,1006
Kashmir _ADV_,1089
Kee ,_.,3208
Kansas_NOUN ,,34260
Keep yourself,1412
Kelley_NOUN ,,18753
Kay_NOUN ang_VERB,1363
Kepler _._,8661
Kauffman ,,4948
Kate_NOUN _ADP_,10874
Kath _._,3514
Kathleen _ADP_,1341
Kennedy (_.,6425
Keats_NOUN _NOUN_,1659
Keating_NOUN ,,8580
Kendra_NOUN was_VERB,1182
Kazakhstan _NOUN_,5367
KdV _NOUN_,1607
Karnac_NOUN Books,2104
Ken_NOUN _NUM_,1649
Keith -,1146
Kauffman_NOUN ,,4947
Kedar _._,2443
Kentucky _NOUN_,45144
Kaufmann 's_PRT,1080
Kareem _._,1424
Kasparov_NOUN _VERB_,1606
Kaufman and,2418
Kendall_NOUN (,1197
Kautsky_NOUN _PRT_,1396
Kent was,2569
Keaton _._,3389
Kenya_NOUN and_CONJ,11462
Kassin_NOUN ,,1070
Kerber ,,1454
Ke and_CONJ,3016
Kearns ,,3758
Kellan_NOUN 's_PRT,1448
Keeper_NOUN of,8324
Keeler ,,2434
Kay_NOUN ingon,1044
Katherine and,3851
Kaplan_NOUN ._.,2158
Keep_VERB ._.,1334
Karel_NOUN _NOUN_,6716
Keita _VERB_,1405
Kenneth L._NOUN,2326
Kenneth (_.,1016
Karl_NOUN Barth,11415
Kapiloff Papan_NOUN,1027
Kentucky_NOUN _ADP_,6311
Kenneth_NOUN Burke,1858
Katy_NOUN Perry,1457
Karla ,_.,1048
Keplerian_NOUN _NOUN_,1160
Kenna_NOUN ,,1314
Keeper_NOUN _._,7269
Kennedy_NOUN to,2944
Kara_NOUN ,_.,5456
Kenneth_NOUN (_.,1016
Kelly 's_PRT,21227
Karenina ,,1142
Kansas_NOUN _PRT_,2390
Kampuchea ,,1486
Kathmandu_NOUN :_.,1418
Karwowski _._,1105
Katherine_NOUN A._NOUN,1294
Kensington Publishing_NOUN,1640
Kendall_NOUN _._,19831
Kennedy_NOUN did,1260
Kenworthy ,_.,1711
Katie_NOUN to,1828
Kashyap_NOUN _NOUN_,1103
Kauffman ,_.,4947
Kearney 's,1029
Keeper 's,1663
Kandy _NOUN_,1410
Kavanaugh_NOUN 's_PRT,3128
Keke ,,1715
Kaufmann_NOUN ,_.,11734
Katia_NOUN _NOUN_,1302
Kawasaki _NOUN_,6858
Kent_NOUN :_.,1482
Kelly_NOUN and,14314
Karp_NOUN _._,5171
Kath_NOUN .,1759
Kenya ,,39224
Keras _NOUN_,3219
Kapp ,,1856
Kazin ,,1147
Kegan _NOUN_,29598
Karlovy_NOUN Vary,1342
Kenzie_NOUN ,_.,1339
Kelsey and_CONJ,1199
Kenney_NOUN _NOUN_,2183
Kelowna _._,1083
Karin _PRT_,1054
Kelly_NOUN and_CONJ,14314
Kenya ,_.,39213
Kirill_NOUN _NOUN_,1637
Kieran said_VERB,1147
Kirwan ,,1836
Kinetics and_CONJ,2200
Kind of_ADP,39024
Key_NOUN Issues,2740
Kinsale _._,1302
Kids .,4152
Kinsman_NOUN _._,1298
Kerman ,_.,1002
Kevin Rudd_NOUN,1379
Kia_NOUN _NOUN_,2609
Killings _ADP_,1252
Klinefelter_NOUN _PRT_,1070
Kevin _DET_,1142
Kindergarten _NOUN_,4539
Kirstie_NOUN _VERB_,1248
Kerman_NOUN ,,1002
Kitty and,3972
Keturah _VERB_,1161
Klein_NOUN ,,52397
Kit ,_.,11517
Key Point_NOUN,3055
King_NOUN City_NOUN,1130
Klan was,1017
Keswick_NOUN _._,2518
King_NOUN '_PRT,37054
Key_NOUN to,21881
Kirk had_VERB,1392
Kluger ,_.,1613
Kiss_NOUN _._,10220
Kings to,1225
Kitty_NOUN _ADP_,3673
Khan was_VERB,4459
Klebsiella pneumoniae_NOUN,4302
Khazar_NOUN _NOUN_,1147
Kimball _NOUN_,2664
Kitty_NOUN ?,1753
Khan_NOUN -_.,1348
Khmer _._,2027
Klein_NOUN &_CONJ,1283
Kimberly A._NOUN,1019
Kevin_NOUN _NOUN_,94072
King_NOUN v.,1953
Keynes_NOUN had_VERB,1007
Kimura ,,6396
Kirsty_NOUN _VERB_,4615
Khalidi_NOUN ,,2054
Killing intent_NOUN,1338
Kingdom_NOUN Patent_NOUN,1092
Key of,2384
Kit ,,11518
Kirby and,2471
Kiss Me,2307
Keyword _._,1218
King_NOUN he_PRON,1042
Kingship in_ADP,1419
Kieran 's_PRT,1471
Kissinger 's,4314
Kinsella ,_.,2201
King_NOUN Zedekiah,1442
Kharagpur_NOUN _._,1763
Kidneys_NOUN _._,1438
Key _ADP_,7783
Kharkov ,_.,1431
Kita ,,1500
Kish_NOUN ,_.,2040
Kieran_NOUN ,,2022
Kinesisk_NOUN Bibel,6117
Kitano_NOUN _._,1248
Khurana _._,1729
Kill the,6051
Keri _._,1114
Kinetic energy_NOUN,2530
Kew_NOUN Gardens,2421
King was,35166
Kingdoms_NOUN _._,7590
King v.,1953
Kingsley_NOUN _NOUN_,8799
Kingston_NOUN :,5780
Key_NOUN Management,1393
Kerrie _VERB_,3698
Kinetics ,,2713
Kittler ,_.,1929
Kingship in,1419
Kitagawa ,,1848
King replied_VERB,1003
Kidney_NOUN Dis,4465
Klee ,,2987
Kirsty ,,1274
Khalifa _NOUN_,3512
Kieffer _._,1691
Kern_NOUN .,1063
Kiva_NOUN _NOUN_,1098
Kerwin _._,1101
Klinger _._,3793
Kindle Edition_NOUN,2634
Kluwer_NOUN Law_NOUN,7404
Kindle_NOUN edition_NOUN,2586
King_NOUN 's_PRT,215121
Kiss me,10166
Kirtland ,,1318
Kind _VERB_,2474
Kill them,5351
Kits_NOUN _._,1050
Key_NOUN Terms,7104
King_NOUN then_ADV,1028
Key_NOUN _PRT_,23841
Kill_NOUN _._,4454
Kids _CONJ_,2634
Kimura _NOUN_,7666
Kev _VERB_,2717
Kilimanjaro_NOUN ,_.,1299
Khatami_NOUN _._,1225
Keynes_NOUN '_PRT,3188
King_NOUN Fahd,1589
Ketogenic_NOUN _NOUN_,2575
Killing a_DET,1830
King_NOUN was,35166
Kessler_NOUN ,_.,13544
Kissinger ._.,1175
Kiki _PRT_,1382
Khan_NOUN _NOUN_,40006
Key R_NOUN,1092
Kidd .,1505
Kieran .,1636
Kgs_NOUN _._,5379
Kevin_NOUN to_PRT,1835
Kluwer_NOUN Legal_NOUN,1165
Kerry 's_PRT,3328
King_NOUN over_ADP,1501
Kingdom_NOUN [,1293
Khatami_NOUN _VERB_,1037
Klemperer ,_.,1047
Kim_NOUN and_CONJ,19380
Kilkenny _NOUN_,1754
Kindness _ADP_,1759
Khalsa _NOUN_,1363
King_NOUN --_.,3357
Kitchin_NOUN ,_.,2645
Kirby_NOUN _._,19602
Kill_VERB you,1157
King Agrippa,1387
Klara_NOUN _._,2285
Khan_NOUN _CONJ_,11600
King Harald_NOUN,3743
Kingston .,4569
Kirsty _VERB_,4619
Kids_NOUN who_PRON,1498
Kimber _PRT_,1272
King_NOUN )_.,5234
Kinloch_NOUN _._,1226
Kirstie _VERB_,1250
Kingdom_NOUN will,1842
King_NOUN with,3923
Khmer_NOUN Rouge_NOUN,12860
Klux Klan,15169
Kino ,_.,1092
Khanna_NOUN ,_.,4471
Kinsley ,,1122
Kids_NOUN and_CONJ,2342
Kill ,_.,3222
King [,1287
Kingdom from,1880
King_NOUN Solomon,12677
Kim Il,6672
Killigrew _VERB_,1013
Kingston_NOUN _ADP_,3185
Klett -,1102
Kirillov_NOUN _._,1189
Kit ?,1444
Kevin_NOUN ?,1903
Kirchhoff _PRT_,3951
King_NOUN Olaf,4946
King_NOUN Richard,7940
Klotz_NOUN ,,2041
Kindness ,,2082
Kilgour ,,1067
Kira said_VERB,2764
Kirk_NOUN 's,5048
Kevin ,,19604
Killed ,_.,1878
Kidneys _NOUN_,1064
Kerit _VERB_,1660
Klin _NOUN_,2156
King_NOUN [_X,1285
Kitchen_NOUN _VERB_,3508
Kincheloe_NOUN ,,1172
Kings _DET_,1108
Khurana_NOUN ,_.,1419
Kiwi _VERB_,1514
Kingship_NOUN _._,3064
Kia _VERB_,1627
Kessler and_CONJ,1584
Kiki ._.,1157
Kew_NOUN ._.,2436
Klatt_NOUN _._,1179
King_NOUN sent_VERB,1506
Kermode _._,2293
King Valley,1508
Kluge_NOUN _VERB_,1880
Kieffer_NOUN ,_.,1382
Key Management_NOUN,1423
Kishi _NOUN_,1491
Klein (_.,5468
King_NOUN (_.,16326
Key_NOUN Point,3009
Kindlein und,2085
Kirton_NOUN ,_.,1286
Kids ,,7418
Kingston_NOUN and,2304
King Tut,1517
Kim_NOUN Il,6671
King et,3949
Kitamura_NOUN _._,2826
Kitchener 's_PRT,2312
Khamenei_NOUN _._,1301
Kit (_.,4184
Kevin said,4278
Kirkland_NOUN _._,4899
Kinet_NOUN _._,1098
King &_CONJ,3466
Keynesian_NOUN Economics_NOUN,1700
Kingdom_NOUN was,6590
King wrote,1054
Kingsley 's,2693
Kirmayer_NOUN _._,1076
Kings _ADJ_,1274
Ketone_NOUN _NOUN_,1278
Keynes_NOUN _CONJ_,3433
Kimberly_NOUN _PRT_,2381
Kingdom_NOUN ",2357
King Street_NOUN,5571
Kinney_NOUN ,_.,3915
Keturah _._,1213
Klinger_NOUN ,,3073
King does,1769
Kitty ?,1753
King_NOUN as,4759
Kinsey ,_.,2782
Kiran_NOUN _NOUN_,3815
King_NOUN Leopold_NOUN,3299
Kirk (,1433
Khadija _VERB_,1132
Kevin_NOUN J.,3386
Kline _._,9766
Kingdom '_PRT,3166
Killing _VERB_,2227
Khan ._.,10379
Kiley_NOUN _VERB_,1357
King ?,11225
Keys of,1019
Keywords_NOUN :,95950
King_NOUN Zi,1963
Klink _._,1181
Kingdom_NOUN _._,231127
Kluwer_NOUN Legal,1165
Kimberley_NOUN _VERB_,1745
Kimberly_NOUN ,_.,2732
King Louis_NOUN,9714
Kid _VERB_,15072
Kingdom ._.,65673
Khrushchev_NOUN had_VERB,1279
Kilburn_NOUN ,,1478
Kipper _VERB_,1546
Kirsten 's_PRT,1412
Kimball ,,7715
Klandermans _._,1277
Kindly _NOUN_,1351
King_NOUN _ADP_,277576
King Jesus,1972
Ketchup_NOUN _._,1289
Kindness _NOUN_,2270
Kiss_VERB _._,1037
Khomeini_NOUN _._,5207
Kitten ,,1231
Kluge _._,3145
Kings College,1330
Khaldun_NOUN _PRT_,1048
King_NOUN Alfonso_NOUN,1994
Kislyak _VERB_,1110
Kirsty_NOUN _NOUN_,2362
Kingdom_NOUN Come,1458
Keynes 's,8316
Kip ._.,1560
Key elements_NOUN,2020
Kings Canyon,5240
King Frederick,1721
Kingdom _._,235165
Kimble_NOUN ,_.,1630
Khazar _NOUN_,1159
Khoury_NOUN ,,2720
Kirkland Nunan,2121
King_NOUN in,14830
Kerns ,_.,1454
Kirsty ._.,1299
Kishi_NOUN _NOUN_,1491
Kevlar_NOUN _NOUN_,3015
Kick_VERB _PRON_,2087
Kitchener _NOUN_,1203
Kidd_NOUN and_CONJ,1652
Kinsella_NOUN ,_.,2201
Key R,1092
Klaus_NOUN _._,12617
Khatri_NOUN _._,1232
Kingsley ._.,3946
Khare ,,1391
King_NOUN Herod_NOUN,3486
Killing _NOUN_,25401
King_NOUN James_NOUN,38921
Khartoum ,_.,4783
King_NOUN ",8722
Kilburn ,_.,1478
Kitt _PRT_,1184
King Saul,4429
Kluwer_NOUN Academic,14920
Kin_NOUN _VERB_,2896
Khrushchev had_VERB,1279
Kevin_NOUN ._.,16633
Kinder _VERB_,1256
Killed_VERB the,1104
Kindersley_NOUN Limited_NOUN,1075
Kinetics_NOUN of,6390
Kierkegaard_NOUN and,2239
Kerry and_CONJ,2218
Kim is_VERB,2066
Kim ',1770
Killers ,_.,1253
Kissing_VERB the,1171
Kipling 's_PRT,5499
Kirchhoff_NOUN ',1043
King Raja_NOUN,3100
King must_VERB,1153
Kingdoms_NOUN and_CONJ,1178
Kimura_NOUN ,_.,6395
King turned_VERB,1279
Khalifa_NOUN _VERB_,1189
Key_NOUN facts,1395
King_NOUN Chen_NOUN,1086
Kerr and,2602
Ki_NOUN _VERB_,2609
Kite_NOUN ,_.,2302
Khartoum_NOUN ,,4769
Kinship and_CONJ,2555
Klan_NOUN .,3058
Kineze _._,2039
King made,1913
Kiss (_.,1058
Klan _VERB_,5854
Kinship_NOUN _._,5499
Kitty '_PRT,1127
Kita_NOUN _._,3099
Killed_VERB _NUM_,1021
Kinda_NOUN _VERB_,1115
Kingdon_NOUN _._,3184
Kit Kat,1100
Khrushchev _PRT_,8916
Kids were_VERB,1671
Kirche_X _X_,1724
King Fahd,1589
Kimura_NOUN et,1096
Klemm_NOUN ,_.,1356
Kirkham_NOUN ,_.,1885
King :,7959
Kittredge_NOUN ,_.,1153
Kirkwood ,,2635
Khurana_NOUN _NOUN_,1173
Kirkuk_NOUN _._,1799
Kipling_NOUN 's_PRT,5499
Khan_NOUN is,1691
Killed_VERB by_ADP,2394
Ki _._,19025
Kick_NOUN _ADP_,1153
Keynes _._,26118
Keywords_NOUN .,1891
Kita_NOUN ,_.,1498
King _ADP_,277576
Knapp_NOUN ,,9077
Kidman_NOUN _._,1140
Kindness_NOUN _VERB_,3563
Kilkenny_NOUN _NOUN_,1754
Kernel _NOUN_,9142
Kip_NOUN ._.,1560
Kingdom_NOUN !_.,1064
Khốn cho_X,1411
Klein_NOUN _PRT_,7901
Kit_NOUN _._,33646
Kinesthetic _NOUN_,1404
Keynes_NOUN 's,8288
Kiel _NOUN_,3434
Khoury _NOUN_,2036
Kingma _._,1946
Kindle_NOUN ,,1701
Kircher_NOUN ,_.,1860
Kirkham ,_.,1885
Kind_NOUN _ADP_,40725
Klein_NOUN _NUM_,4796
Key performance_NOUN,1257
Kirkpatrick_NOUN and,1108
Klein 's_PRT,6535
Kip_NOUN had_VERB,1021
King Mark,1243
Kerr ,_.,18815
Key Points,14764
King_NOUN shall,1031
Kerouac _PRT_,1891
Keto_NOUN Diet,1026
Kiss_NOUN ._.,1876
Kingdon ,_.,2425
Kirton _._,1698
Khatami_NOUN _PRT_,1165
Kimball_NOUN _VERB_,4769
Kirby and_CONJ,2470
Ketchum ,,1521
Kitchener_NOUN ,,3714
Kidney_NOUN Injury,1434
Kingdoms of_ADP,2208
Kinda_X _ADJ_,1222
Kernan _._,1527
Kings_NOUN are,1606
Klagenfurt_NOUN _._,1169
Kingdom_NOUN '_.,2083
King Charles,18685
Kishore_NOUN _NOUN_,2451
Kidney_NOUN Disease,5107
Kester_NOUN _._,2028
Kien _._,1081
Kids '_PRT,2721
Kirwan ,_.,1836
King_NOUN _ADJ_,6371
Kleiman ,,1501
Kitty_NOUN !,1429
Kevin ._.,16633
King_NOUN Nebuchadnezzar,3764
Kleber_NOUN ,_.,1173
Kleinberg_NOUN _._,1835
Key Concepts,7451
Keyes _NOUN_,1210
Kinder _NOUN_,3608
Kitty_NOUN _._,32473
Kim_NOUN ',1770
Kitt ,_.,1137
Khao _NOUN_,2449
Ki_NOUN _NOUN_,6873
Kingdom _DET_,5650
King_NOUN -,9998
Kessler_NOUN _NOUN_,5520
Kitten _NOUN_,1147
Keynes _NOUN_,2586
Kings_NOUN ,,21288
Khalidi ,_.,2054
Kingdom_NOUN _ADV_,7746
Key _._,32225
Klaus_NOUN ,,5417
Kirk ,_.,17515
Kindness _CONJ_,1295
Key Points_NOUN,14231
Khyber_NOUN Pakhtunkhwa_NOUN,1390
Key_NOUN Insight_NOUN,2264
Kingdom_NOUN _PRON_,2482
Killian 's_PRT,1362
Key facts_NOUN,2808
Kevin is_VERB,2020
Kimble_NOUN _._,2078
Kiriath -,1300
King -_.,9998
Kilimanjaro ,_.,1299
Keys_NOUN _ADP_,4070
Kimber _NOUN_,1083
Kinloch _._,1247
King_NOUN ;_.,8850
Kirschner_NOUN ,,2654
Kinetics _ADP_,7269
Killean _VERB_,1006
Kessler_NOUN _._,16651
Key Issues,3047
Kit_NOUN to_PRT,1145
Kingdom will_VERB,1838
King Nebuchadnezzar,3764
Kingdom_NOUN United_NOUN,1071
Kim D_NOUN,1227
King would_VERB,7856
Kidron_NOUN Valley,1065
Kill her_PRON,2042
King (_.,16326
Kingdom [_X,1301
Key_NOUN Research_NOUN,2014
Killings_NOUN _ADP_,1252
Khalifa _VERB_,1189
Killing _._,5246
Kerr_NOUN (,1552
Klippel -_.,1001
Key_NOUN Research,2014
King George_NOUN,23623
King then_ADV,1028
Killer .,3297
Kingship_NOUN in_ADP,1411
Klinefelter _PRT_,1070
Kiley ,,1464
Kirkus Reviews,2144
King_NOUN came_VERB,2228
Kincaid_NOUN ._.,1574
Kieran _._,4332
Kingdom_NOUN to_PRT,6452
Kidd_NOUN _PRT_,2656
Kings and,10974
Kippur_NOUN ,_.,2048
Kilian_NOUN _._,2214
King Cyrus,1598
Kimberley_NOUN .,1184
Kirshner_NOUN ,,1028
Kern_NOUN _NOUN_,6135
Kilkenny _._,2840
Klein_NOUN ._.,3647
Ketchup _._,1291
Klædebon _._,2440
King saw,1346
Key_ADJ factors,1362
Kerouac_NOUN _VERB_,1232
Kimberly 's_PRT,1828
Kids_NOUN ,_.,7401
Khoury ,,2720
King_NOUN Zhao_NOUN,4364
Kim J,3500
Kevin_NOUN _NUM_,1819
Kirmayer _._,1076
Kiel _._,6315
Key -,2686
Khaled_NOUN ,_.,2137
Kim_NOUN ?,1107
Kitāb _NOUN_,4194
Kings Cross,1857
Klee_NOUN 's_PRT,1027
Keying _VERB_,2178
Kind_NOUN _._,11475
King by,2171
Kim &_CONJ,3548
Keri_NOUN _VERB_,2119
Key_ADJ Findings_NOUN,1582
King Cole_NOUN,2073
King_NOUN with_ADP,3923
Kill ._.,1668
Kinoshita ,,1969
Kiang_NOUN ,_.,1004
Khan_NOUN and,10324
Khan_NOUN (_.,6017
Kila -,1078
Khe_NOUN Sanh,1689
King_NOUN Ludwig,1128
King_NOUN Leopold,3299
Keynes (,2452
Key_ADJ factors_NOUN,1362
Kira _NOUN_,3167
Keto_NOUN Diet_NOUN,1026
Killing_VERB a_DET,1830
Kersten_NOUN ,_.,1737
Keynes _NUM_,1973
Kira _PRT_,6004
Kimber_NOUN _._,3902
Kittel_NOUN ,_.,1706
Kilburn_NOUN ,_.,1478
Kipnis_NOUN ,_.,1306
Kessel _._,2672
Kitty _NOUN_,15970
Kleenex_NOUN .,1261
Kettering ,_.,1165
Khalid _PRT_,2059
Kevin_NOUN (,1204
Kitty_NOUN is,1052
Khan_NOUN ',2086
Kipps _._,1033
Kirby _NOUN_,9333
Kids _VERB_,25923
Kill !_.,9837
Kinet _._,1098
Kissinger had,1032
Kids_NOUN ._.,4144
Khimi_NOUN Vysokikh,1218
Kingdom and,29941
King_NOUN (,16326
Kingdoms ._.,2087
Kluwer Law,7406
Kingsley_NOUN _VERB_,5980
Kiev _VERB_,2471
Kern_NOUN _._,11176
Kitab al,2142
Kira said,2764
King to,16761
Kim_NOUN -,2892
Kingella _NOUN_,1267
Kirsty_NOUN _PRT_,1134
Klaus _PRT_,1401
Kinsley_NOUN ,_.,1122
Keyes_NOUN _NOUN_,1178
Kierkegaard_NOUN _VERB_,13412
Key_ADJ facts_NOUN,1412
Kettle_NOUN ,_.,2206
Kimberly_NOUN 's,1867
Kinsa_NOUN ba_X,1095
Kerri_NOUN _VERB_,1884
King stood_VERB,1162
Keynesian _NOUN_,24318
Kerns_NOUN ,_.,1454
Kiefer_NOUN _._,3450
King as,4759
Kleist_NOUN _VERB_,1795
Kerr_NOUN et,1077
Key _ADJ_,10590
Kirillov _._,1189
Kisa_NOUN _NOUN_,1332
Khalifa_NOUN _._,3920
Kirkland _._,4916
Kilby_NOUN ,,1146
Khanna ,,4471
Killarney _._,1773
Kindersley Limited_NOUN,1075
Kirkby _NOUN_,1110
Kitano _._,1248
Kitschelt _._,1117
Kluge_NOUN _PRT_,1828
King _VERB_,276196
Kimberly _PRT_,2381
Kessler_NOUN et,1890
Kirke_NOUN _._,1432
Kira was,1898
Kira ,,3935
Kevin_NOUN is,2020
Klaas _NOUN_,1397
Khrushchev _._,8703
Kirin_NOUN _NOUN_,1127
Klima_NOUN _._,1336
Kluger_NOUN _._,1774
Key term_NOUN,3325
Kissing _DET_,1871
Kiev ,_.,7897
Kirkpatrick 's_PRT,1298
Kiki_NOUN ,_.,1456
Kirchhoff_NOUN '_PRT,1042
Kleist_NOUN _PRT_,2240
King that,5047
Kids (,1213
Kia_NOUN _VERB_,1627
Keywords_NOUN ._.,1891
Kingdom with_ADP,1752
Kim JH_NOUN,1886
King_NOUN were_VERB,2446
Kerosene _NOUN_,1004
Khin_NOUN _NOUN_,1117
King et_NOUN,3908
Klee_NOUN ,,2984
Kit is,1097
Kimberly _VERB_,10687
King_NOUN Faisal_NOUN,1852
Kits _._,1060
Killing_NOUN _VERB_,2022
Kerner _NOUN_,1933
Kirkuk _._,1875
Kinzie_NOUN _NOUN_,1139
King then,1028
Keynes_NOUN _._,26004
Kiss_NOUN and_CONJ,1157
Kin_NOUN .,17812
Kevin_NOUN asked_VERB,1359
Kingship ,_.,1496
Kings_NOUN College_NOUN,1330
Kestrel_NOUN _VERB_,1102
King_NOUN would_VERB,7856
Kite_NOUN _._,4082
Kerr _NOUN_,10720
Kirby_NOUN _PRT_,4099
Kirk_NOUN -_.,1609
Kerry_NOUN _VERB_,15811
Kit_NOUN (_.,4184
Kevin_NOUN asked,1359
Kimberley_NOUN ,,2240
Kitty ?_.,1753
Kevin_NOUN is_VERB,2020
Klinefelter_NOUN _NOUN_,2081
Kip said_VERB,2120
Kingston and,2305
Kirschbaum_NOUN ,,1165
Kincheloe ,_.,1172
Kettering ,,1166
Keyser_NOUN _._,2730
Kester ,,1666
Key_NOUN Learning_NOUN,1698
King_NOUN _CONJ_,82616
King Arthur_NOUN,19995
Khrushchev _VERB_,11526
Key and_CONJ,2562
Khmer Rouge_NOUN,12860
King David,19495
Kintsch_NOUN ,_.,1300
Kit .,11192
Kings _ADP_,19207
King &,3468
Klux_NOUN Klan_NOUN,15158
Kevin 's_PRT,13578
Kew .,2443
Kira _ADP_,1422
Kim _X_,1457
Kiss_VERB her,1323
Kirkwood_NOUN ,,2635
King will_VERB,6832
Kerr_NOUN effect_NOUN,1066
Kluwer_NOUN _._,16021
