Xianhe_NOUN _VERB_,2500
Xiaobai_NOUN _ADV_,1349
XII ,,14328
XXXI_NOUN _NOUN_,3531
Xian_NOUN _CONJ_,2188
Xin_NOUN _PRON_,1923
X_NOUN _._,746780
Xinyue ,,1029
Xiyan_NOUN 's,1918
X_NOUN receptor,1884
XVIII (,1645
Xiao_NOUN to,3063
Xena _PRT_,1014
Xun_NOUN was,1888
X1_NOUN _NOUN_,1832
X. CHAPTER,1955
XXX_NOUN _NOUN_,7870
XC ,_.,1241
Xð _NOUN_,1795
Xiaofei _VERB_,1830
Xiao !,1630
XXVII _NOUN_,5596
Xiao_NOUN Mei_NOUN,2938
Xiaoran_NOUN _._,1599
XX Table_NOUN,2842
Xue_NOUN looked,1717
Xiao Zhu,1500
X. Zhou_NOUN,1450
XII_NOUN _._,57193
XV_NOUN )_.,1082
Xiang looked,1289
Xiaoman _VERB_,2147
Xiamen_NOUN ,_.,1552
Xu Chen_NOUN,1184
X. L._NOUN,1509
Xiaoyu had,1049
XXXVII_NOUN _NOUN_,2070
Xiu -_.,2620
XXIX_NOUN _NOUN_,4499
X1975 _DET_,1504
Xavier_NOUN _CONJ_,2254
Xuan_NOUN Ying_NOUN,1155
X_NOUN i_NUM,4296
Xuan Ying_NOUN,1155
XV_X )_.,1107
Xu_NOUN had_VERB,2358
Xinjiang_NOUN _ADP_,1350
Xiaobai was,1532
Xin turned_VERB,1019
X. :,12276
Xin_NOUN Yue_NOUN,1535
X can,3756
Xiao who_PRON,1015
XII of,1835
XRD _._,7851
XXX .,6394
XI_NOUN CHAPTER_NOUN,2306
Xie_NOUN was,2289
Xinhua_NOUN _NOUN_,4884
X XI_NOUN,1255
Xin did_VERB,4943
XV ),2191
XXVI ,,2331
X_NOUN 2_NUM,28551
Xuan_NOUN Xin_NOUN,1670
XI CHAPTER,2308
Xavier_NOUN ,,7693
Xiaochen_NOUN _VERB_,1810
Xiao_NOUN also_ADV,1160
X e,1553
XLIII _NOUN_,1195
X h_NOUN,1219
Xing also,1015
Xerxes _ADP_,1111
XIV_NOUN _PRT_,4615
Xiaobai_NOUN _PRT_,4894
Xavier_NOUN _VERB_,22463
XXXVII_NOUN _._,5052
Xiang_NOUN was,7420
XII _NOUN_,23220
XXXIX_NOUN _NOUN_,1919
Xiao Ai_NOUN,3246
XF_NOUN _._,1854
Xerxes_NOUN _VERB_,5590
Xander_NOUN _NOUN_,2015
Xbox _._,1912
Xin is_VERB,1367
Xiaotian_NOUN was,2589
Xiao Wei,2463
X 2w,1123
Xiaotian_NOUN and,1089
Xiao_NOUN did,5063
X chromosome,8052
X 7_NUM,7956
XL_NOUN _VERB_,1052
Xing shook_VERB,1726
XXXVII _NOUN_,2092
X _ADV_,9847
XVIIIe_X siècle,1486
Xingyi_NOUN _VERB_,1109
X ×,4571
Xiaoqing _._,1748
Xi_NOUN Jinping_NOUN,16921
XLII_NOUN .,3064
Xiaoxiao to_PRT,1427
Xia_NOUN He,1089
XVIIe siècle,1704
Xi_NOUN _NOUN_,101163
Xue'er_NOUN _._,3864
Xi nodded,1298
Xiao_NOUN Rou_NOUN,4579
Xia Yi,2330
Xi_NOUN (_.,1194
XVI_NOUN _._,45087
Xander was,1502
XDR _._,1311
Xiaoxiao_NOUN could,1334
Xia_NOUN Mu,3223
Xiaosu _PRT_,2047
Xiang_NOUN Chu_NOUN,1813
XH_NOUN ,,1868
XIV Table_NOUN,4187
Xiao_NOUN Chen,48464
XVIII )_.,1710
XDR_NOUN _._,1308
Xavier _CONJ_,2254
Xue'er_NOUN 's_PRT,1497
Xue Qi_NOUN,2552
XXXVIII .,3315
Xing _ADV_,15309
Xiaofan_NOUN _._,1588
XR ,_.,1561
Xiong_NOUN and,1985
Xing_NOUN 's,18802
Xiao Mo,8933
X _NOUN_,432498
X._NOUN Jiang,1025
XXV ._.,8108
Xiao looked_VERB,2887
X l,1552
XPS_NOUN _._,4377
Xiong_NOUN .,1174
Xiao laughed,1964
Xiang ._.,4233
XP_NOUN ,,2042
Xuan Ye_NOUN,12407
Xiao felt_VERB,1462
Xiao_NOUN Xian_NOUN,1116
Xiao and,11283
Xiamen_NOUN University,1266
X._NOUN Yang_NOUN,1890
X direction,1112
XXI (_.,1199
Xu X,2127
Xavier and,2079
XRD_NOUN ,,2124
XXXII Table,1025
XIII_NOUN (_.,2759
XI .,31663
XII_NOUN -_.,1647
Xiaomi_NOUN _._,1346
Xi has,1358
Xiang _VERB_,50463
Xiaoyuan was_VERB,1166
Xi Chong_NOUN,1089
Xiao_NOUN Chi,8624
Xuan_NOUN ,,16190
Xing_NOUN _DET_,1093
Xiao_NOUN Jiu_NOUN,7039
Xi'an_NOUN _VERB_,1037
Xen_NOUN _._,1506
Xu_NOUN and,8025
XVII_NOUN (,1577
XRD _CONJ_,1177
Xiaomei_NOUN _._,2887
XIV_NOUN of_ADP,1620
Xinjiang ,_.,3950
Xian _CONJ_,2188
X_NOUN \_NOUN,1621
X._NOUN If,1460
Xian had,1676
Xin_NOUN felt,1307
X._NOUN ,,126032
Xn i,1290
Xianxian_NOUN ,,1535
Xinjiang ._.,2059
XXXII_NOUN Table_NOUN,1025
XX_NOUN _ADP_,2000
Xs_NOUN _._,1761
Xu_NOUN _PRT_,11523
Xuan could,2128
XVII_NOUN (_.,1577
X is_VERB,56776
X.J._NOUN ,,1017
Xing Chen_NOUN,9972
X2_NOUN _VERB_,1258
X ~_NOUN,1160
Xiang was,7420
Xiao_NOUN Budian_NOUN,2400
X2 _VERB_,1472
Xiaomei_NOUN 's,2198
Xiaoqing _VERB_,3207
Xian_NOUN _ADV_,2846
Xi ?,1315
Xu Hao,1280
XI_NOUN THE,1820
X._NOUN _PRON_,4332
Xiao !_.,1630
X The_NOUN,1150
XRF_NOUN ),1010
X1981_NOUN A,1298
Xu L_NOUN,1505
X. Li,5636
Xia had_VERB,1131
XIII_NOUN of_ADP,1055
Xiaoxiao felt_VERB,1074
Xie_NOUN Fei,18574
X by_ADP,2760
Xiao Guo_NOUN,1775
Xia_NOUN Xia,1254
X_NOUN 5d_NUM,3130
XVII_NOUN THE_NOUN,1036
XML _CONJ_,1446
Xuan_NOUN ?,1257
X_NOUN L_NOUN,1713
X ',13044
Xue Fu,1554
Xuanji _NOUN_,1385
X S_NOUN,1752
Xue_NOUN _PRON_,1479
XC _NOUN_,1511
XII CHAPTER,2087
XVIIe _NOUN_,1105
Xia Mu_NOUN,3219
XI_NOUN and,1858
XXXII_NOUN Table,1025
Xu Zhiyuan_NOUN,1623
XIXe _NOUN_,1419
Xi ),1328
Xiao_NOUN -_.,2168
Xiao said,5710
Xiaotian_NOUN 's,4138
X_NOUN may,1184
Xingcan_NOUN _._,1158
Xiaoping_NOUN _ADP_,1016
Xie_NOUN .,2414
Xue looked_VERB,1717
X. We_PRON,1758
Xun_NOUN 's,3616
XVII_NOUN :,1135
Xiyue_NOUN 's_PRT,1183
Xiao looked,2889
X in_ADP,10408
Xia_NOUN 's_PRT,4198
Xueyan_NOUN _VERB_,1216
Xiaotian 's,4138
Xen_NOUN .,1252
Xiaoning _VERB_,1129
XXX ._.,6392
Xiao Hong_NOUN,4980
XL_NOUN _._,11173
Xiao_VERB Ya_PRON,2442
Xiaoyuan _PRT_,1183
XXI ,,4321
Xinhua_NOUN News,2082
XV _VERB_,2245
XD _._,2127
XXIII ._.,10444
Xinjiang _VERB_,1890
Ximena _VERB_,1413
Xander _._,7927
XV :,1277
Xiaotian_NOUN said_VERB,1271
Xiang_NOUN asked_VERB,1230
Xin'er ,_.,1366
X %,1063
X_NOUN can,3756
Xiao_NOUN Bao,2475
Xanadu_NOUN _._,1216
Xiaobo_NOUN _._,1030
Xiaochen _VERB_,1810
XIV THE,1378
X _._,841758
XVIII ,,6151
Xia_NOUN .,3838
Xiu .,4165
XIII_NOUN :_.,1687
Xiao Mi,1233
Xi _CONJ_,7384
XVI_NOUN 's_PRT,1321
X_NOUN that_DET,2268
XXV Table_NOUN,1923
Xavier .,5146
Xiao_NOUN Cui_NOUN,2254
XX_NOUN )_.,1082
XX_NOUN ),1082
XIX ,_.,4899
Xiu looked_VERB,1231
Xiao Ning_NOUN,10389
Xue'er _PRT_,1876
XML ),1311
Xuan_NOUN _PRON_,1479
Xiao_NOUN and_CONJ,11281
XV_NOUN _ADP_,2450
Xin saw,1274
XLV_NOUN _NOUN_,1126
Xie Ke,2004
Xiao_NOUN Ke,2403
Xiyue_NOUN _PRT_,1507
Xander_NOUN _ADV_,1080
Xing_NOUN and_CONJ,9799
XXIII ,_.,3758
Xi is_VERB,2339
Xiao Luo_NOUN,2341
Xiaotian said,1272
XML_NOUN -,1696
XML data,1097
X_NOUN ~,5534
Xin_NOUN Er,2266
Xin_NOUN Yu,1189
X_NOUN MRDS,1327
XI _ADP_,4457
XXXII Table_NOUN,1025
Xing_NOUN took,2072
XX_NOUN _NUM_,2240
Xu Yan,1457
Xing_NOUN could_VERB,4094
XXI ),1603
X rays_NOUN,1539
Xiao_NOUN Ying_NOUN,5176
X ~_PRT,1028
Xê -_.,1004
Xiaoyu _ADP_,1010
Xiao '_PRT,3956
Xiao_NOUN !_.,1628
X_NOUN m_NOUN,3677
Xiang_NOUN laughed,1871
Xuan_NOUN 's,18347
XVI_NOUN _VERB_,4858
X1980_NOUN THE,1929
XI_NOUN of,1956
X_NOUN k,9366
Xiaotian .,1544
Xiao et_NOUN,4294
Xi Men,4787
XLIV _NOUN_,1131
X_NOUN had_VERB,1758
Xiao also_ADV,1160
XG ,_.,1009
Xu_NOUN '_PRT,1154
Xerxes ,,2482
XXXVI ,_.,1012
XVIIIth_NOUN _NOUN_,1015
Xing_NOUN Feng_NOUN,3432
X Factor,1235
Xiao_NOUN Yan,8564
X_NOUN direction_NOUN,1112
Xi_NOUN 's,21249
XRF_NOUN _NOUN_,1642
XX _VERB_,1999
Xinjiang _._,7944
Xiao_NOUN Guo,1775
X 4_NUM,6274
X480 I_NOUN,1257
Xi'an Jiaotong,1353
Xiong was_VERB,1294
Xue'er_NOUN ,_.,2518
Xue_NOUN Er_NOUN,2307
XVIII _ADP_,1460
XIII_NOUN _PRT_,1342
Xiu_NOUN -_.,2620
Xing Feng_NOUN,3432
XIII_NOUN Table_NOUN,4415
XXV ),1225
Xiaoxiao did_VERB,1949
Xiang_NOUN and_CONJ,4649
XXVIII .,6352
XML ._.,1303
Xantholinus ;,1996
Xiaoluo _VERB_,1381
Xin'er_NOUN _VERB_,2483
XVI_NOUN THE_NOUN,1114
X v_NOUN,1400
Xu_NOUN Yi,2550
X_NOUN B,1381
Xerxes _VERB_,5591
Xiaotong_NOUN _VERB_,1032
X represents_VERB,1083
X. "_.,3686
Xiao_NOUN Hu,1645
Xing et,1288
XXVII _._,11246
X_NOUN axis_NOUN,2861
Xianhe _VERB_,2500
Xiao_NOUN Qian,3160
Xhosa _NOUN_,2899
XH _._,2420
XN_NOUN _NOUN_,2168
X 10d,6933
X_test_NOUN ,,1002
Xinjiang_NOUN ._.,2059
X 6,3521
Xu_NOUN _ADV_,4971
Xin saw_VERB,1274
XR_NOUN _NOUN_,1739
Xie_NOUN _NOUN_,122673
X2_NUM _NOUN_,1177
Xiaoping _._,5880
Xcode _NOUN_,1085
X_NOUN ∪_NOUN,1838
Xiao_NOUN _ADV_,14875
XY_NOUN (,1499
XXXIX_NOUN _._,4266
Xiao_NOUN Gu,1073
X direction_NOUN,1112
Xin was,12360
Xiong _NOUN_,19623
Xiao_NOUN Clan_NOUN,1284
X 14d_NUM,3195
Xen _._,1542
Xue_NOUN Yu_NOUN,1401
Xunzi _VERB_,1660
X -_.,261213
Xuemei _PRT_,1525
Xie ,,26497
Xu Jun_NOUN,1770
Xiao_NOUN Lian,1237
X in,10417
Xia He,1093
Xiao Ming_NOUN,1640
Xiu_NOUN to,1059
X1975_NOUN THE,2515
X_NOUN d_VERB,1676
Xu _PRT_,11524
XLVIII _NOUN_,1166
Xiao_NOUN ,,41041
Xiao Mei,2938
Xie _CONJ_,3317
Xavier had_VERB,1655
Xa _._,2884
Xiaoping_NOUN _VERB_,4080
Xpert _NOUN_,1084
Xiong_NOUN _._,12607
X_NOUN with_ADP,6142
XYZ_NOUN _._,3135
Xenophon_NOUN _ADP_,1365
Xiyu_NOUN _VERB_,2959
Xiaoxiao looked_VERB,1449
X *_X,4327
X1 ,_.,4956
XLII .,3139
X_train_NOUN ,_.,1643
Xavier said,1598
X.Y. _._,1711
X_NOUN }_.,1886
Xing_NOUN felt_VERB,3515
Xueqing _VERB_,1835
XP ,,2044
X_NOUN .,7881
Xiaowen_NOUN _VERB_,1820
X j_NOUN,8374
Xi Yue,1121
XI ,,15831
Xiao had,8287
X._NOUN ;_.,4546
Xena_NOUN _PRT_,1014
Xiaohe_NOUN 's,1116
Xia and,2777
Xuemei _._,1030
Xiao Budian,2402
Xiao_NOUN _._,61054
XL (_.,1072
Xinyue_NOUN 's_PRT,1283
Xu H_NOUN,1522
Xa_NOUN _._,2874
Xin could_VERB,2854
Xiaobao_NOUN ,_.,1093
Xavier_NOUN and,2079
Xiao Dong_NOUN,1358
X._NOUN L.,1509
X_test _._,1707
Xiamen University,1268
Xander _VERB_,19313
X. For_ADP,1284
X 12,1434
Xerox_NOUN ,_.,1160
Xiyan ,_.,1299
XLVI_NOUN _._,3249
XIV_NOUN _ADP_,4416
XV_NOUN _._,38537
XIX _X_,1279
X c,2344
Xian _PRT_,6897
Xuemei 's_PRT,1181
X. Zhao_NOUN,1610
Xiao_NOUN Fan,1002
Xing_NOUN wanted_VERB,1003
XV_NOUN _VERB_,2057
Xinyue 's_PRT,1283
Xie_NOUN Ke,2004
XI ,_.,15829
Xue_NOUN _PRT_,16549
Xiaobai_NOUN ._.,1520
Xia_NOUN He_PRON,1089
X._NOUN A_NOUN,1695
Xavier_NOUN was,1991
Xue Bao_NOUN,1569
XRD_NOUN analysis_NOUN,1566
Xu Feng,3961
Xuan_NOUN Yue,1250
XF ,_.,1166
Xu_NOUN _PRON_,2605
X_NOUN ]_X,2952
Xian_NOUN _ADP_,1892
Xiaoming_NOUN _VERB_,1335
X._NOUN Wang,6971
Xing had,5893
X_NOUN "_.,12536
Xi_NOUN -_.,1204
X_NOUN i,29746
X *_NOUN,5105
XV THE_NOUN,1174
XML _NOUN_,21808
XYY _NOUN_,1305
Xiao_NOUN Jie_NOUN,2356
Xiaohe _VERB_,5191
Xiao_NOUN Xian,1128
Xi_NOUN is_VERB,2339
Xing looked_VERB,2039
Xe _._,2375
XIX :_.,1003
Xiao_NOUN Min,6128
X_NOUN can_VERB,3756
XX_NOUN CHAPTER,1282
Xia_NOUN Keke,2171
XVI_NOUN and_CONJ,1626
Xj_NOUN _._,1042
Xin_NOUN nodded,1393
Xing_NOUN with_ADP,1094
Xiang _ADV_,6809
Xing _PRT_,24766
Xiaoxiao to,1427
X factor_NOUN,2107
Xia_NOUN _ADV_,2548
XXII CHAPTER,1137
Xie _ADV_,2252
Xiang_NOUN did,2119
Xiaotian_NOUN _ADP_,1021
X._NOUN Xu_NOUN,1670
X._NOUN and,3725
Xiaoya 's,1194
Xcode_NOUN _VERB_,1258
Xi_NOUN Yu_NOUN,2232
Xiang Yun_NOUN,1196
X1 _CONJ_,1518
X i_PRON,21067
X_NOUN into_ADP,1539
Xiao Bao_NOUN,2475
XXVIII ,,1726
Xiang_NOUN Yun_NOUN,1196
X from_ADP,1832
Xiang_NOUN had_VERB,4723
XXIX Table_NOUN,1360
X_NOUN Corps_NOUN,1143
XXIII _NOUN_,7785
X_NOUN on,4288
XX_NOUN _VERB_,1655
XXIII_NOUN ,_.,3758
XIII :_.,1721
Xiao Yun_NOUN,6459
X1976 _DET_,1168
X0 _._,2136
Xiaolan_NOUN _._,1464
X does,1311
Xue 's_PRT,12954
Xiling _VERB_,1424
X._NOUN _._,169860
XVI :_.,1921
XIII_NOUN CHAPTER,1984
Xiaoran_NOUN _VERB_,4232
Xiong_NOUN _VERB_,8415
XLII ._.,3139
Xu Jie_NOUN,7596
Xiaoxiao_NOUN _VERB_,41061
Xerox_NOUN _._,1962
Xue_NOUN Li,2957
Xiao asked_VERB,1624
X_NOUN ~_NOUN,1158
Xu J,2690
Xiao Luo,2341
Xiao Ye_NOUN,2965
Xuan ,_.,16190
Xing_NOUN immediately,1432
Xia Luo_NOUN,33342
XA _._,1067
Xi_NOUN Wu,5049
XIV_NOUN THE,1362
Xu Dong_NOUN,12804
Xi -_.,1253
Xander_NOUN ._.,3699
Xiao_NOUN Zhao_NOUN,3650
X._NOUN Then,1787
X.H._NOUN ,_.,1011
XX_NOUN Table,2842
Xueyi _VERB_,2883
Xenopus_NOUN _NOUN_,2310
Xu_NOUN (,2547
XLVIII ._.,1917
X ⊂_NOUN,1089
Xiao_NOUN Family,1720
Xuan_NOUN _ADP_,4330
Xuan Chen,2536
X CHAPTER,2412
Xiong ,,10467
X x,2091
Xiang_NOUN et_NOUN,1302
Xiaoyu ,,2949
XVIII_NOUN (_.,1524
Xiang laughed_VERB,1871
Xie was_VERB,2289
Xianxian_NOUN _PRT_,2936
Xu Yang_NOUN,1393
XVI_NOUN :_.,1921
XIX )_.,1055
Xiao Yao_NOUN,63556
Xuan_NOUN asked,1023
Xing_NOUN took_VERB,2072
X._NOUN and_CONJ,3725
Xerox_NOUN ,,1160
X1 _VERB_,1160
Xin_NOUN Yue,1535
X._NOUN _CONJ_,5320
Xiao did,5063
Xenophobia_NOUN _._,1000
Xu X_NOUN,2127
Xie _NOUN_,122674
Xiong_NOUN et,2026
Xð_NOUN _NOUN_,1795
X --_.,61473
Xun_NOUN ,,4295
Xiao_NOUN San_NOUN,1488
Xiaoqi_NOUN _PRT_,1315
Xiao_NOUN Ning_NOUN,10389
Xianer _VERB_,2372
Xun 's_PRT,3612
Xenophon ._.,1033
Xiaomin _VERB_,1810
Xiaobai was_VERB,1531
Xuan_NOUN Ying,1155
Xiao_NOUN Zhang_NOUN,1094
X1_NOUN _CONJ_,1144
Xiao Wang_NOUN,1883
X_NOUN r_NOUN,1654
Xing_NOUN had_VERB,5893
Xiu_NOUN _._,17987
X2_NOUN Bible_NOUN,2039
Xiao ',4032
Xiaoqian_NOUN _VERB_,1474
X_NOUN /_NOUN,5643
Xiao Rou,4581
Xianxian _PRT_,2936
Xue to_PRT,1679
XLI_NOUN _NOUN_,1556
XVI _CONJ_,1836
X __,1248
XXVI ,_.,2331
XXVIII_NOUN _._,10191
Xia Yue,7348
Xiaoman _._,1034
X_NOUN x,2077
XII_NOUN _VERB_,4271
X_ADJ -,4545
XI_NOUN _CONJ_,2171
Ximen _NOUN_,10079
Xi_NOUN (,1194
Xing Feng,3432
Xiao_NOUN Lan,4356
Xiao knew,1001
Xun _VERB_,13097
Xiang_NOUN would_VERB,1064
X ≤_NOUN,1730
X ~,5554
Xu Guoqing,1216
Xiao Chi_NOUN,8624
X. _DET_,9173
Xiang_NOUN to_PRT,1490
X_NOUN [,1804
X_NOUN M,1050
XXVIII Table_NOUN,1477
XXXVII ._.,3527
Xia_NOUN Family_NOUN,3108
Xu_NOUN is,1543
Xiang_NOUN Yu_NOUN,6787
Xu Lin,1400
Xing_NOUN also,1009
Xing_NOUN :_.,2648
XX_NOUN (_.,3890
Xue'er_NOUN 's,1497
Xiang_NOUN could_VERB,1398
XXXII ,,1393
XXV_NOUN ._.,8049
Xiaoyu_NOUN _ADV_,2137
Xiao Gu_NOUN,1073
X1 and_CONJ,1237
Xiao_NOUN is,2127
Xiu_NOUN _VERB_,34411
XXIII_NOUN _VERB_,1394
XII_NOUN _PRT_,1407
XX _X_,1703
XIXe siècle,2400
X._NOUN ,_.,126032
XML_NOUN data_NOUN,1044
X ∩,1902
X =,38591
Xiaoyue _PRT_,1728
Xuan _VERB_,63684
Xiang had_VERB,4723
Xinhua_NOUN ,,2302
Xue_NOUN could_VERB,1235
Xander .,3699
XY_NOUN (_.,1499
Xiao_NOUN Wen,14774
Xiang_NOUN _ADP_,2413
Xi_NOUN Jinping,16921
Xiaomei ,,1481
X_NOUN L,1713
Xiao_NOUN in_ADP,1188
XVIII_NOUN :_.,1238
Xi_NOUN Ling,2224
Xu Mo_NOUN,1043
XIX_NOUN (,1460
X2_NOUN _NOUN_,2234
Xing .,7908
X_NOUN represents_VERB,1083
Xiang_NOUN Ying_NOUN,1653
X_NOUN 8_NUM,1901
Xiao_NOUN looked_VERB,2887
Xiaoxiao was_VERB,7146
XXXI .,5297
X_NOUN is,56776
Xu_NOUN Chen,1184
X_NOUN does_VERB,1311
Xiruo _VERB_,7823
Xiu looked,1232
XVIIe siècle_X,1041
X_ADJ -_.,4545
XP _._,5540
Xiaoan _VERB_,3827
Xia Yi_NOUN,2199
X_NOUN would_VERB,1435
Xia Yan_NOUN,1282
Xiaofeng 's_PRT,1942
Xiao Mo_NOUN,8931
Xiaofeng 's,1943
Xiao Yang,3204
Xiaolang_NOUN _VERB_,1074
Xu W_NOUN,1160
Xander_NOUN _PRT_,4909
Xiaoping_NOUN _NOUN_,1236
Xu family_NOUN,2033
XVI THE,1115
XVIII_NOUN ),1621
XOR_NOUN _NOUN_,5712
X_NOUN be_VERB,9648
XM_NOUN ,_.,1617
Xiao_NOUN _NOUN_,773096
Xi Jinping,16969
Xenopus laevis_VERB,1156
XXX _._,12329
Xi_NOUN asked,1552
Xuan_NOUN was_VERB,9398
X_NOUN to,9843
X._NOUN _VERB_,4877
X_NOUN A_NOUN,2982
Xinghe ,_.,1602
Xiao_NOUN Zhao,3650
Xia Hua_NOUN,6730
XIX _ADP_,1234
X_NOUN would,1435
XI Table_NOUN,5179
XXIII_NOUN ._.,10444
Xiong_NOUN et_NOUN,2015
Xinling_NOUN _VERB_,1534
Xin_NOUN suddenly_ADV,1211
XML_NOUN and,1007
Xu _ADV_,4971
XQ _._,1332
X_NOUN ¯_NOUN,6800
Xiao Ning,10389
XAMPLE _NUM_,1506
Xiantian_NOUN _NOUN_,2032
Xiang would_VERB,1064
Xin to,2867
Xuemei 's,1181
Xavier 's_PRT,6350
XXVI_NOUN _NOUN_,5749
X. J.,1367
Xing :,2648
Xiaoyao _VERB_,1951
X._NOUN Zhang_NOUN,6408
Xu H,1522
X2 (,1117
Xia_NOUN Keke_NOUN,2171
Xiang was_VERB,7420
XVI _PRT_,2052
Xi_NOUN Yao,1378
Xiu and_CONJ,4846
Xuan did,3072
X. Y.,1640
XM_NOUN _._,2695
Xing_NOUN Hai,1440
XIV_NOUN ._.,33263
Xiu ',1932
Xue Ji,1933
XD_NOUN ,_.,1204
Xiang Chu_NOUN,1813
XF_NOUN ,,1166
Xiao_NOUN Jia_NOUN,1635
Xiao_NOUN ,_.,41041
XVII -_.,1010
X2 =,1222
X_NOUN a,3938
XML -_.,1762
Xu_NOUN Yan,1457
Xiao Xu_NOUN,1938
Xiaobai_NOUN _VERB_,9812
X.L. ,_.,1208
Xuemei_NOUN 's,1181
Xue Er,2307
Ximen Family,1169
Xiao Family_NOUN,1720
Xing_NOUN '_PRT,2963
Xiang and_CONJ,4649
X._NOUN The_NOUN,2193
XXXII .,5055
X2 ,_.,2681
XX ,_.,7244
XJ_NOUN ,,1742
Xu_NOUN Z_NOUN,1455
X H_NOUN,1292
X ~_VERB,1004
X_ADJ _._,6025
XI of,1956
X.H._NOUN ,,1011
XVI .,23187
Xiao Fan,1003
Xiaojie _VERB_,1199
Xia_NOUN Zhi_NOUN,1215
Xin'er_NOUN _._,1995
Xenophon_NOUN _VERB_,4961
X._NOUN Zhou_NOUN,1450
Xiao Lian_NOUN,1226
Xiang_NOUN could,1398
Xiao_NOUN immediately_ADV,1076
XXIX ,_.,1488
Xiu_NOUN did_VERB,1769
XII -_.,1802
X ?,3710
XM _NOUN_,1261
X does_VERB,1311
Xinghe _._,2648
XRD_NOUN patterns,3163
XXII_NOUN CHAPTER_NOUN,1135
XIV_NOUN ,_.,13984
Xiao Jiu_NOUN,7039
Xiaoxiao_NOUN and,2632
X2_NUM _._,1274
XLVII ._.,2233
Xu_NOUN J_NOUN,2690
Xuan_NOUN would,1454
Xiao was,14733
Xiaoju _VERB_,1241
X._VERB The,1903
Xiao Xiang,1177
XI_NOUN THE_NOUN,1814
XVII _._,28896
XXVI Table_NOUN,1759
XLI_NOUN _._,4642
Xiao_NOUN Bao_NOUN,2475
XIII_NOUN ,_.,11673
Xia_NOUN Yu,8269
XV _NOUN_,17816
Xin_NOUN Er_NOUN,2266
Xiao family,6988
Xia_NOUN 's,4199
Xue _CONJ_,5925
X the,2839
X t_NOUN,11731
Xinjiang ,,3958
Xun_NOUN and_CONJ,1430
Xiao_NOUN Family_NOUN,1720
X. Chen_NOUN,3931
Xiao_NOUN laughed_VERB,1962
XVII Table,3405
Xiaoxiao_NOUN _ADP_,2676
X was_VERB,4099
Xiruo_NOUN ,_.,1124
Xinyan_NOUN _VERB_,1032
Xanthomonas _X_,1033
XVIII :_.,1399
Xue_NOUN said_VERB,2513
Xiao .,11482
XXIII _VERB_,1399
Xiaotian_NOUN _ADV_,2235
XY ),1217
Xie_NOUN Ke_NOUN,2004
Xander_NOUN and,1634
X for,3877
XVI ._.,23187
Xavier_NOUN ,_.,7693
Xiao Yang_NOUN,3203
Xiaorong_NOUN _VERB_,3138
Xiaoyi _PRT_,1035
Xia_NOUN had,1131
Xiao_NOUN Fang_NOUN,2098
X._NOUN Wu,1845
Xiao_NOUN thought_VERB,1050
Xing _NOUN_,52883
X M,1050
XC_NOUN _NOUN_,1480
Xiao Yun,6459
X. Yu_NOUN,1095
Xinjiang and,1270
Xu Li,5611
Xian_NOUN ._.,2588
Xing would_VERB,1570
Xue 's,12963
Xing_NOUN nodded,2666
Xiaoyu_NOUN ._.,1493
Xia Zhi,1216
Xiao and_CONJ,11281
XPS_NOUN ,_.,1104
X2_X ),1281
Xinjiang and_CONJ,1270
Xiu_NOUN _PRT_,14650
Xi would,1386
XI_NOUN ._.,31661
XIV THE_NOUN,1354
XXXI ._.,5297
X._NOUN Chen,3922
X_NOUN P,1553
XIII --,1023
Xa ._.,1419
Xiao in,1188
Xue'er_NOUN _VERB_,5376
XI_NOUN ),3230
X_NOUN 0,11632
Xiang_NOUN _VERB_,50400
X et_NOUN,2707
XZ _._,2829
XII_NOUN ),3063
Xi _VERB_,72849
Xi did,2993
Xiaotian ,_.,2720
XY _VERB_,1216
Xue_NOUN Lian,1799
X_NOUN factor,2106
X O,1355
Xinghai_NOUN _._,1722
X et,2755
Xiao Xuan_NOUN,3815
Xin_NOUN immediately_ADV,1204
Xingcan _._,1161
X._NOUN A,1755
X_NOUN *,9051
XC ,,1241
X_train_NOUN ,,1643
Xerxes .,1226
X P,1553
XXI _._,21101
Xin Yue_NOUN,1535
Xiaolou _VERB_,2878
X. ,_.,126053
X 4,6274
Xiao_NOUN Lan_NOUN,4354
Xu Huan_NOUN,1215
XL ,,4096
Xiaoyao_NOUN _VERB_,1950
Xing immediately_ADV,1438
X_NOUN in_ADP,10408
XXXIX_NOUN ._.,3132
X_NOUN _CONJ_,81245
X the_DET,2825
XXXVIII_NOUN _._,4694
X._NOUN In_ADP,1978
Xiao Cheng,2171
X_NOUN H,1292
X._NOUN H.,1194
X 7,8670
X ¯,7874
X_NOUN XI,1255
Xuan_NOUN to_PRT,1970
XVIII_NOUN CHAPTER_NOUN,1472
X are_VERB,4507
X "_.,12542
Xiangrong _VERB_,3544
XLVIII_NOUN .,1917
XXV_NOUN Table_NOUN,1923
X X,54217
Xiang_NOUN had,4723
Xiaoxiao_NOUN had,2686
X_NOUN ;_.,8131
Xiaomin_NOUN _VERB_,1810
X_NOUN ˙,1202
Xiaoxiao_NOUN and_CONJ,2632
Xander_NOUN said_VERB,1554
Xiaoxue_NOUN _PRT_,1689
Xiao Chi,8624
XY_NOUN ,,3256
XII _._,57800
